,row_id,academic_subject,reporting_category,teks_number,grade_levels,teks_text,aware_text,teks_id,teks_display_path
20,1829,English,Writing/Writing Process,110.19.b.14.C,7,"revise drafts to ensure precise word choice and vivid images; consistent point of view; use of simple, compound, and complex sentences; internal and external coherence; and the use of effective transitions after rethinking how well questions of purpose, audience, and genre have been addressed;","revise drafts to ensure precise word choice and vivid images; consistent point of view; use of simple, compound, and complex sentences; internal and external coherence; and the use of effective transitions after rethinking how well questions of purpose, audience, and genre have been addressed.",158139,110.19.14.C
21,1830,English,Writing/Writing Process,110.19.b.14.D,7,"edit drafts for grammar, mechanics, and spelling; and","edit drafts for grammar, mechanics, and spelling.",158140,110.19.14.D
22,1831,English,Writing/Writing Process,110.19.b.14.E,7,revise final draft in response to feedback from peers and teacher and publish written work for appropriate audiences.,revise final draft in response to feedback from peers and teacher and publish written work for appropriate audiences.,158141,110.19.14.E
23,1832,English,Writing/Literary Texts,110.19.b.15,7,"Writing/Literary Texts. Students write literary texts to express their ideas and feelings about real or imagined people, events, and ideas. Students are expected to:","Writing/Literary Texts. Students write literary texts to express their ideas and feelings about real or imagined people, events, and ideas.",175624,110.19.15
24,1833,English,Writing/Literary Texts,110.19.b.15.A,7,write an imaginative story that:,write an imaginative story that,175826,110.19.15.A
25,1834,English,Writing/Literary Texts,110.19.b.15.A.i,7,sustains reader interest;,write an imaginative story that sustains reader interest.,158142,110.19.15.Ai
26,1835,English,Writing/Literary Texts,110.19.b.15.A.ii,7,includes well-paced action and an engaging story line;,write an imaginative story that includes well-paced action and an engaging story line.,158143,110.19.15.Aii
27,1836,English,Writing/Literary Texts,110.19.b.15.A.iii,7,"creates a specific, believable setting through the use of sensory details;","write an imaginative story that creates a specific, believable setting through the use of sensory details.",158144,110.19.15.Aiii
28,1837,English,Writing/Literary Texts,110.19.b.15.A.iv,7,develops interesting characters; and,write an imaginative story that develops interesting characters.,158145,110.19.15.Aiv
29,1838,English,Writing/Literary Texts,110.19.b.15.A.v,7,uses a range of literary strategies and devices to enhance the style and tone; and,write an imaginative story that uses a range of literary strategies and devices to enhance the style and tone.,158146,110.19.15.Av
30,1839,English,Writing/Literary Texts,110.19.b.15.B,7,write a poem using:,write a poem using,175827,110.19.15.B
31,1840,English,Writing/Literary Texts,110.19.b.15.B.i,7,"poetic techniques (e.g., rhyme scheme, meter);","write a poem using poetic techniques (e.g., rhyme scheme, meter).",158147,110.19.15.Bi
32,1841,English,Writing/Literary Texts,110.19.b.15.B.ii,7,"figurative language (e.g., personification, idioms, hyperbole); and","write a poem using figurative language (e.g., personification, idioms, hyperbole).",158148,110.19.15.Bii
33,1842,English,Writing/Literary Texts,110.19.b.15.B.iii,7,"graphic elements (e.g., word position).","write a poem using graphic elements (e.g., word position).",158149,110.19.15.Biii
34,1843,English,Writing,110.19.b.16,7,Writing. Students write about their own experiences. Students are expected to write a personal narrative that has a clearly defined focus and communicates the importance of or reasons for actions and/or consequences.,write a personal narrative that has a clearly defined focus and communicates the importance of or reasons for actions and/or consequences.,158150,110.19.16.A
35,1844,English,Writing/Expository and Procedural Texts,110.19.b.17,7,Writing/Expository and Procedural Texts. Students write expository and procedural or work-related texts to communicate ideas and information to specific audiences for specific purposes. Students are expected to:,Writing/Expository and Procedural Texts. Students write expository and procedural or work-related texts to communicate ideas and information to specific audiences for specific purposes.,175626,110.19.17
36,1845,English,Writing/Expository and Procedural Texts,110.19.b.17.A,7,write a multi-paragraph essay to convey information about a topic that:,write a multi-paragraph essay to convey information about a topic that,175828,110.19.17.A
37,1846,English,Writing/Expository and Procedural Texts,110.19.b.17.A.i,7,presents effective introductions and concluding paragraphs;,write a multi-paragraph essay to convey information about a topic that presents effective introductions and concluding paragraphs.,158151,110.19.17.Ai
38,1847,English,Writing/Expository and Procedural Texts,110.19.b.17.A.ii,7,contains a clearly stated purpose or controlling idea;,write a multi-paragraph essay to convey information about a topic that contains a clearly stated purpose or controlling idea.,158152,110.19.17.Aii
39,1848,English,Writing/Expository and Procedural Texts,110.19.b.17.A.iii,7,is logically organized with appropriate facts and details and includes no extraneous information or inconsistencies;,write a multi-paragraph essay to convey information about a topic that is logically organized with appropriate facts and details and includes no extraneous information or inconsistencies.,158153,110.19.17.Aiii
40,1778,English,Writing/Expository and Procedural Texts,110.19.b.17.A.iv,7,accurately synthesizes ideas from several sources; and,write a multi-paragraph essay to convey information about a topic that accurately synthesizes ideas from several sources.,158154,110.19.17.Aiv
41,1735,English,Writing/Expository and Procedural Texts,110.19.b.17.A.v,7,"uses a variety of sentence structures, rhetorical devices, and transitions to link paragraphs;","write a multi-paragraph essay to convey information about a topic that uses a variety of sentence structures, rhetorical devices, and transitions to link paragraphs.",158155,110.19.17.Av
42,1807,English,Writing/Expository and Procedural Texts,110.19.b.17.B,7,"write a letter that reflects an opinion, registers a complaint, or requests information in a business or friendly context;","write a letter that reflects an opinion, registers a complaint, or requests information in a business or friendly context.",158156,110.19.17.B
43,1849,English,Writing/Expository and Procedural Texts,110.19.b.17.C,7,write responses to literary or expository texts that demonstrate the writing skills for multi-paragraph essays and provide sustained evidence from the text using quotations when appropriate; and,write responses to literary or expository texts that demonstrate the writing skills for multi-paragraph essays and provide sustained evidence from the text using quotations when appropriate.,158157,110.19.17.C
44,1850,English,Writing/Expository and Procedural Texts,110.19.b.17.D,7,produce a multimedia presentation involving text and graphics using available technology.,produce a multimedia presentation involving text and graphics using available technology.,158158,110.19.17.D
45,1851,English,Writing/Persuasive Texts,110.19.b.18,7,Writing/Persuasive Texts. Students write persuasive texts to influence the attitudes or actions of a specific audience on specific issues. Students are expected to write a persuasive essay to the appropriate audience that:,Writing/Persuasive Texts. Students write persuasive texts to influence the attitudes or actions of a specific audience on specific issues.,175627,110.19.18
46,1852,English,Writing/Persuasive Texts,110.19.b.18.A,7,establishes a clear thesis or position;,establishes a clear thesis or position.,158159,110.19.18.A
47,1853,English,Writing/Persuasive Texts,110.19.b.18.B,7,considers and responds to the views of others and anticipates and answers reader concerns and counter-arguments; and,considers and responds to the views of others and anticipates and answers reader concerns and counter-arguments.,158160,110.19.18.B
48,1854,English,Writing/Persuasive Texts,110.19.b.18.C,7,includes evidence that is logically organized to support the author's viewpoint and that differentiates between fact and opinion.,includes evidence that is logically organized to support the author's viewpoint and that differentiates between fact and opinion.,158161,110.19.18.C
49,1855,English,Oral and Written Conventions/Conventions,110.19.b.19,7,Oral and Written Conventions/Conventions. Students understand the function of and use the conventions of academic language when speaking and writing. Students will continue to apply earlier standards with greater complexity. Students are expected to:,Oral and Written Conventions/Conventions. Students understand the function of and use the conventions of academic language when speaking and writing. Students will continue to apply earlier standards with greater complexity.,175628,110.19.19
50,1856,English,Oral and Written Conventions/Conventions,110.19.b.19.A,7,"identify, use, and understand the function of the following parts of speech in the context of reading, writing, and speaking:","identify, use, and understand the function of the following parts of speech in the context of reading, writing, and speaking",175829,110.19.19.A
51,1857,English,Oral and Written Conventions/Conventions,110.19.b.19.A.i,7,verbs (perfect and progressive tenses) and participles;,"identify, use, and understand the function of the following parts of speech in the context of reading, writing, and speaking verbs (perfect and progressive tenses) and participles.",158162,110.19.19.Ai
52,1858,English,Oral and Written Conventions/Conventions,110.19.b.19.A.ii,7,appositive phrases;,"identify, use, and understand the function of the following parts of speech in the context of reading, writing, and speaking appositive phrases.",158163,110.19.19.Aii
53,1859,English,Oral and Written Conventions/Conventions,110.19.b.19.A.iii,7,adverbial and adjectival phrases and clauses;,"identify, use, and understand the function of the following parts of speech in the context of reading, writing, and speaking adverbial and adjectival phrases and clauses.",158164,110.19.19.Aiii
54,1860,English,Oral and Written Conventions/Conventions,110.19.b.19.A.iv,7,"conjunctive adverbs (e.g., consequently, furthermore, indeed);","identify, use, and understand the function of the following parts of speech in the context of reading, writing, and speaking conjunctive adverbs (e.g., consequently, furthermore, indeed).",158165,110.19.19.Aiv
55,1861,English,Oral and Written Conventions/Conventions,110.19.b.19.A.v,7,prepositions and prepositional phrases and their influence on subject-verb agreement;,"identify, use, and understand the function of the following parts of speech in the context of reading, writing, and speaking prepositions and prepositional phrases and their influence on subject-verb agreement.",158166,110.19.19.Av
56,1862,English,Oral and Written Conventions/Conventions,110.19.b.19.A.vi,7,"relative pronouns (e.g., whose, that, which);","identify, use, and understand the function of the following parts of speech in the context of reading, writing, and speaking relative pronouns (e.g., whose, that, which).",158167,110.19.19.Avi
57,1863,English,Oral and Written Conventions/Conventions,110.19.b.19.A.vii,7,"subordinating conjunctions (e.g., because, since); and","identify, use, and understand the function of the following parts of speech in the context of reading, writing, and speaking subordinating conjunctions (e.g., because, since).",158168,110.19.19.Avii
58,1864,English,Oral and Written Conventions/Conventions,110.19.b.19.A.viii,7,transitions for sentence to sentence or paragraph to paragraph coherence;,"identify, use, and understand the function of the following parts of speech in the context of reading, writing, and speaking transitions for sentence to sentence or paragraph to paragraph coherence.",158169,110.19.19.Aviii
59,1865,English,Oral and Written Conventions/Conventions,110.19.b.19.B,7,write complex sentences and differentiate between main versus subordinate clauses; and,write complex sentences and differentiate between main versus subordinate clauses.,158170,110.19.19.B
60,1866,English,Oral and Written Conventions/Conventions,110.19.b.19.C,7,"use a variety of complete sentences (e.g., simple, compound, complex) that include properly placed modifiers, correctly identified antecedents, parallel structures, and consistent tenses.","use a variety of complete sentences (e.g., simple, compound, complex) that include properly placed modifiers, correctly identified antecedents, parallel structures, and consistent tenses.",158171,110.19.19.C
61,1791,English,Reading/Vocabulary Development,110.19.b.2,7,Reading/Vocabulary Development. Students understand new vocabulary and use it when reading and writing. Students are expected to:,Reading/Vocabulary Development. Students understand new vocabulary and use it when reading and writing.,175629,110.19.2
62,1792,English,Reading/Vocabulary Development,110.19.b.2.A,7,"determine the meaning of grade-level academic English words derived from Latin, Greek, or other linguistic roots and affixes;","determine the meaning of grade-level academic English words derived from Latin, Greek, or other linguistic roots and affixes.",158109,110.19.2.A
63,1793,English,Reading/Vocabulary Development,110.19.b.2.B,7,use context (within a sentence and in larger sections of text) to determine or clarify the meaning of unfamiliar or ambiguous words;,use context (within a sentence and in larger sections of text) to determine or clarify the meaning of unfamiliar or ambiguous words.,158110,110.19.2.B
64,1794,English,Reading/Vocabulary Development,110.19.b.2.C,7,complete analogies that describe part to whole or whole to part;,complete analogies that describe part to whole or whole to part.,158111,110.19.2.C
65,1797,English,Reading/Vocabulary Development,110.19.b.2.D,7,"identify the meaning of foreign words commonly used in written English with emphasis on Latin and Greek words (e.g., habeus corpus, e pluribus unum, bona fide, nemesis); and","identify the meaning of foreign words commonly used in written English with emphasis on Latin and Greek words (e.g., habeus corpus, e pluribus unum, bona fide, nemesis).",158112,110.19.2.D
66,1798,English,Reading/Vocabulary Development,110.19.b.2.E,7,"use a dictionary, a glossary, or a thesaurus (printed or electronic) to determine the meanings, syllabication, pronunciations, alternate word choices, and parts of speech of words.","use a dictionary, a glossary, or a thesaurus (printed or electronic) to determine the meanings, syllabication, pronunciations, alternate word choices, and parts of speech of words.",158113,110.19.2.E
67,1867,English,"Oral and Written Conventions/Handwriting, Capitalization, and Punctuation",110.19.b.20,7,"Oral and Written Conventions/Handwriting, Capitalization, and Punctuation. Students write legibly and use appropriate capitalization and punctuation conventions in their compositions. Students are expected to:","Oral and Written Conventions/Handwriting, Capitalization, and Punctuation. Students write legibly and use appropriate capitalization and punctuation conventions in their compositions.",175630,110.19.20
68,1868,English,"Oral and Written Conventions/Handwriting, Capitalization, and Punctuation",110.19.b.20.A,7,use conventions of capitalization; and,use conventions of capitalization.,158172,110.19.20.A
69,1869,English,"Oral and Written Conventions/Handwriting, Capitalization, and Punctuation",110.19.b.20.B,7,recognize and use punctuation marks including:,recognize and use punctuation marks including,175830,110.19.20.B
70,1870,English,"Oral and Written Conventions/Handwriting, Capitalization, and Punctuation",110.19.b.20.B.i,7,"commas after introductory words, phrases, and clauses; and","recognize and use punctuation marks including commas after introductory words, phrases, and clauses.",158173,110.19.20.Bi
71,1808,English,"Oral and Written Conventions/Handwriting, Capitalization, and Punctuation",110.19.b.20.B.ii,7,"semicolons, colons, and hyphens.","recognize and use punctuation marks including semicolons, colons, and hyphens.",158174,110.19.20.Bii
72,1871,English,Oral and Written Conventions/Spelling,110.19.b.21,7,"Oral and Written Conventions/Spelling. Students spell correctly. Students are expected to spell correctly, including using various resources to determine and check correct spellings.","spell correctly, including using various resources to determine and check correct spellings.",158175,110.19.21.A
73,1872,English,Research/Research Plan,110.19.b.22,7,Research/Research Plan. Students ask open-ended research questions and develop a plan for answering them. Students are expected to:,Research/Research Plan. Students ask open-ended research questions and develop a plan for answering them.,175632,110.19.22
74,1873,English,Research/Research Plan,110.19.b.22.A,7,"brainstorm, consult with others, decide upon a topic, and formulate a major research question to address the major research topic; and","brainstorm, consult with others, decide upon a topic, and formulate a major research question to address the major research topic.",158176,110.19.22.A
75,1874,English,Research/Research Plan,110.19.b.22.B,7,apply steps for obtaining and evaluating information from a wide variety of sources and create a written plan after preliminary research in reference works and additional text searches.,apply steps for obtaining and evaluating information from a wide variety of sources and create a written plan after preliminary research in reference works and additional text searches.,158177,110.19.22.B
76,1875,English,Research/Gathering Sources,110.19.b.23,7,"Research/Gathering Sources. Students determine, locate, and explore the full range of relevant sources addressing a research question and systematically record the information they gather. Students are expected to:","Research/Gathering Sources. Students determine, locate, and explore the full range of relevant sources addressing a research question and systematically record the information they gather.",175633,110.19.23
77,1876,English,Research/Gathering Sources,110.19.b.23.A,7,follow the research plan to gather information from a range of relevant print and electronic sources using advanced search strategies;,follow the research plan to gather information from a range of relevant print and electronic sources using advanced search strategies.,158178,110.19.23.A
78,1877,English,Research/Gathering Sources,110.19.b.23.B,7,categorize information thematically in order to see the larger constructs inherent in the information;,categorize information thematically in order to see the larger constructs inherent in the information.,158179,110.19.23.B
79,1878,English,Research/Gathering Sources,110.19.b.23.C,7,"record bibliographic information (e.g., author, title, page number) for all notes and sources according to a standard format; and","record bibliographic information (e.g., author, title, page number) for all notes and sources according to a standard format.",158180,110.19.23.C
80,1879,English,Research/Gathering Sources,110.19.b.23.D,7,differentiate between paraphrasing and plagiarism and identify the importance of citing valid and reliable sources.,differentiate between paraphrasing and plagiarism and identify the importance of citing valid and reliable sources.,158181,110.19.23.D
81,1880,English,Research/Synthesizing Information,110.19.b.24,7,Research/Synthesizing Information. Students clarify research questions and evaluate and synthesize collected information. Students are expected to:,Research/Synthesizing Information. Students clarify research questions and evaluate and synthesize collected information.,175634,110.19.24
82,1881,English,Research/Synthesizing Information,110.19.b.24.A,7,"narrow or broaden the major research question, if necessary, based on further research and investigation; and","narrow or broaden the major research question, if necessary, based on further research and investigation.",158182,110.19.24.A
83,1882,English,Research/Synthesizing Information,110.19.b.24.B,7,"utilize elements that demonstrate the reliability and validity of the sources used (e.g., publication date, coverage, language, point of view) and explain why one source is more useful than another.","utilize elements that demonstrate the reliability and validity of the sources used (e.g., publication date, coverage, language, point of view) and explain why one source is more useful than another.",158183,110.19.24.B
84,1883,English,Research/Organizing and Presenting Ideas,110.19.b.25,7,Research/Organizing and Presenting Ideas. Students organize and present their ideas and information according to the purpose of the research and their audience. Students are expected to synthesize the research into a written or an oral presentation that:,Research/Organizing and Presenting Ideas. Students organize and present their ideas and information according to the purpose of the research and their audience.,175635,110.19.25
85,1884,English,Research/Organizing and Presenting Ideas,110.19.b.25.A,7,draws conclusions and summarizes or paraphrases the findings in a systematic way;,draws conclusions and summarizes or paraphrases the findings in a systematic way.,158184,110.19.25.A
86,1885,English,Research/Organizing and Presenting Ideas,110.19.b.25.B,7,marshals evidence to explain the topic and gives relevant reasons for conclusions;,marshals evidence to explain the topic and gives relevant reasons for conclusions.,158185,110.19.25.B
87,1886,English,Research/Organizing and Presenting Ideas,110.19.b.25.C,7,presents the findings in a meaningful format; and,presents the findings in a meaningful format.,158186,110.19.25.C
88,1887,English,Research/Organizing and Presenting Ideas,110.19.b.25.D,7,follows accepted formats for integrating quotations and citations into the written text to maintain a flow of ideas.,follows accepted formats for integrating quotations and citations into the written text to maintain a flow of ideas.,158187,110.19.25.D
89,1890,English,Listening and Speaking/Listening,110.19.b.26,7,Listening and Speaking/Listening. Students will use comprehension skills to listen attentively to others in formal and informal settings. Students will continue to apply earlier standards with greater complexity. Students are expected to:,Listening and Speaking/Listening. Students will use comprehension skills to listen attentively to others in formal and informal settings. Students will continue to apply earlier standards with greater complexity.,175636,110.19.26
90,1891,English,Listening and Speaking/Listening,110.19.b.26.A,7,"listen to and interpret a speaker's purpose by explaining the content, evaluating the delivery of the presentation, and asking questions or making comments about the evidence that supports a speaker's claims;","listen to and interpret a speaker's purpose by explaining the content, evaluating the delivery of the presentation, and asking questions or making comments about the evidence that supports a speaker's claims.",158188,110.19.26.A
91,1888,English,Listening and Speaking/Listening,110.19.b.26.B,7,"follow and give complex oral instructions to perform specific tasks, answer questions, or solve problems; and","follow and give complex oral instructions to perform specific tasks, answer questions, or solve problems.",158189,110.19.26.B
92,1892,English,Listening and Speaking/Listening,110.19.b.26.C,7,"draw conclusions about the speaker's message by considering verbal communication (e.g., word choice, tone) and nonverbal cues (e.g., posture, gestures, facial expressions).","draw conclusions about the speaker's message by considering verbal communication (e.g., word choice, tone) and nonverbal cues (e.g., posture, gestures, facial expressions).",158190,110.19.26.C
93,1893,English,Listening and Speaking/Speaking,110.19.b.27,7,"Listening and Speaking/Speaking. Students speak clearly and to the point, using the conventions of language. Students will continue to apply earlier standards with greater complexity. Students are expected to present a critique of a literary work, film, or dramatic production, employing eye contact, speaking rate, volume, enunciation, a variety of natural gestures, and conventions of language to communicate ideas effectively.","present a critique of a literary work, film, or dramatic production, employing eye contact, speaking rate, volume, enunciation, a variety of natural gestures, and conventions of language to communicate ideas effectively.",158191,110.19.27.A
94,1894,English,Listening and Speaking/Teamwork,110.19.b.28,7,"Listening and Speaking/Teamwork. Students work productively with others in teams. Students will continue to apply earlier standards with greater complexity. Students are expected to participate productively in discussions, plan agendas with clear goals and deadlines, set time limits for speakers, take notes, and vote on key issues.","participate productively in discussions, plan agendas with clear goals and deadlines, set time limits for speakers, take notes, and vote on key issues.",158192,110.19.28.A
95,1799,English,Reading/Comprehension of Literary Text/Theme and Genre,110.19.b.3,7,"Reading/Comprehension of Literary Text/Theme and Genre. Students analyze, make inferences and draw conclusions about theme and genre in different cultural, historical, and contemporary contexts and provide evidence from the text to support their understanding. Students are expected to:","Reading/Comprehension of Literary Text/Theme and Genre. Students analyze, make inferences and draw conclusions about theme and genre in different cultural, historical, and contemporary contexts and provide evidence from the text to support their understanding.",175639,110.19.3
96,1795,English,Reading/Comprehension of Literary Text/Theme and Genre,110.19.b.3.A,7,describe multiple themes in a work of fiction;,describe multiple themes in a work of fiction.,158114,110.19.3.A
97,1800,English,Reading/Comprehension of Literary Text/Theme and Genre,110.19.b.3.B,7,"describe conventions in myths and epic tales (e.g., extended simile, the quest, the hero's tasks, circle stories); and","describe conventions in myths and epic tales (e.g., extended simile, the quest, the hero's tasks, circle stories).",158115,110.19.3.B
98,1796,English,Reading/Comprehension of Literary Text/Theme and Genre,110.19.b.3.C,7,analyze how place and time influence the theme or message of a literary work.,analyze how place and time influence the theme or message of a literary work.,158116,110.19.3.C
99,1801,English,Reading/Comprehension of Literary Text/Poetry,110.19.b.4,7,"Reading/Comprehension of Literary Text/Poetry. Students understand, make inferences and draw conclusions about the structure and elements of poetry and provide evidence from text to support their understanding. Students are expected to analyze the importance of graphical elements (e.g., capital letters, line length, word position) on the meaning of a poem.","analyze the importance of graphical elements (e.g., capital letters, line length, word position) on the meaning of a poem.",158117,110.19.4.A
100,1802,English,Reading/Comprehension of Literary Text/Drama,110.19.b.5,7,"Reading/Comprehension of Literary Text/Drama. Students understand, make inferences and draw conclusions about the structure and elements of drama and provide evidence from text to support their understanding. Students are expected to explain a playwright's use of dialogue and stage directions.",explain a playwright's use of dialogue and stage directions.,158118,110.19.5.A
101,1803,English,Reading/Comprehension of Literary Text/Fiction,110.19.b.6,7,"Reading/Comprehension of Literary Text/Fiction. Students understand, make inferences and draw conclusions about the structure and elements of fiction and provide evidence from text to support their understanding. Students are expected to:","Reading/Comprehension of Literary Text/Fiction. Students understand, make inferences and draw conclusions about the structure and elements of fiction and provide evidence from text to support their understanding.",175642,110.19.6
102,1775,English,Reading/Comprehension of Literary Text/Fiction,110.19.b.6.A,7,explain the influence of the setting on plot development;,explain the influence of the setting on plot development.,158119,110.19.6.A
103,1804,English,Reading/Comprehension of Literary Text/Fiction,110.19.b.6.B,7,"analyze the development of the plot through the internal and external responses of the characters, including their motivations and conflicts; and","analyze the development of the plot through the internal and external responses of the characters, including their motivations and conflicts.",158120,110.19.6.B
104,1776,English,Reading/Comprehension of Literary Text/Fiction,110.19.b.6.C,7,"analyze different forms of point of view, including first-person, third-person omniscient, and third-person limited.","analyze different forms of point of view, including first-person, third-person omniscient, and third-person limited.",158121,110.19.6.C
105,1805,English,Reading/Comprehension of Literary Text/Literary Nonfiction,110.19.b.7,7,"Reading/Comprehension of Literary Text/Literary Nonfiction. Students understand, make inferences and draw conclusions about the varied structural patterns and features of literary nonfiction and provide evidence from text to support their understanding. Students are expected to describe the structural and substantive differences between an autobiography or a diary and a fictional adaptation of it.",describe the structural and substantive differences between an autobiography or a diary and a fictional adaptation of it.,158122,110.19.7.A
106,1806,English,Reading/Comprehension of Literary Text/Sensory Language,110.19.b.8,7,"Reading/Comprehension of Literary Text/Sensory Language. Students understand, make inferences and draw conclusions about how an author's sensory language creates imagery in literary text and provide evidence from text to support their understanding. Students are expected to determine the figurative meaning of phrases and analyze how an author's use of language creates imagery, appeals to the senses, and suggests mood.","determine the figurative meaning of phrases and analyze how an author's use of language creates imagery, appeals to the senses, and suggests mood.",158123,110.19.8.A
107,1810,English,Reading/Comprehension of Informational Text/Culture and History,110.19.b.9,7,"Reading/Comprehension of Informational Text/Culture and History. Students analyze, make inferences and draw conclusions about the author's purpose in cultural, historical, and contemporary contexts and provide evidence from the text to support their understanding. Students are expected to explain the difference between the theme of a literary work and the author's purpose in an expository text.",explain the difference between the theme of a literary work and the author's purpose in an expository text.,158124,110.19.9.A
